index,n_stages,concept,s1,s2,s3,s4,s5,s6,w1,w2,w3,w4,w5,w6,E1,E2,E3,E4,E5,E6,R1,R2,R3,R4,R5,R6,Total_weight
1,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.843255,0.817385,0.791186,0.832577,0.832872,0.835582,0.031661831093,0.99963886803,1.0,1.0,1.0,1.0,32.932734377
2,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.39265,0.988721,0.992889,0.988182,0.984136,0.987134,1.0,0.8117,1.0,1.0,1.0,1.0,63.453992894
3,4,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.395225,0.376786,0.988721,0.992204,0.950905,0.993089,0.027592004157,0.9999987311699999,0.8117000000000001,1.0,1.0,1.0,58.114329577
4,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.390817,0.983902,0.989882,0.949085,0.981472,0.969418,0.108065956597,0.83291353116,1.0,0.9982,1.0,1.0,63.453992894
5,4,1,1,-1,-1,0,-1,-1,6.12595,6.12595,6.12595,11.4656,11.4656,11.4656,0.390219,0.350998,0.39265,0.992031,0.969519,0.914654,0.1447966413,0.3385,1.0,0.8694738978500001,0.9999426524099999,0.9865,52.77466626
6,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.839489,0.828586,0.714411,0.836911,0.837521,0.839489,1.0,0.312,0.9393,1.0,0.6689,1.0,32.932734377
7,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.843255,0.822342,0.834977,0.768662,0.797305,0.819442,0.031661831093,1.0,0.9999858531799999,0.6296999999999999,1.0,1.0,32.932734377
8,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.808718,0.826286,0.714411,0.817385,0.817918,0.791186,1.0,1.0,0.9393,0.9996388680299999,1.0,1.0,32.932734377
9,-1,-1,-1,-1,-1,-1,-1,-1,5.71934,5.71934,10.505,10.505,10.505,10.505,0.123859,0.125421,0.335503,0.381646,0.368071,0.337736,0.35311570546,0.97468587146,0.3918,0.3010579607103,0.98596012438,0.9991,1.6722361288
10,6,1,4,-1,-1,1,-1,0,5.69944,5.69944,5.69944,10.7133,10.7133,15.6597,0.544142,0.622759,0.609086,0.840493,0.883431,0.989041,0.9817,0.9988,1.0,0.6835,0.35419999999999996,0.999073299456,54.184600471
11,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,6.12595,6.12595,11.4656,15.6597,24.7024,0.0732855,0.105815,0.0794962,0.815159,0.944186,0.991638,0.4042,0.4514,0.7884,0.6582,1.0,0.99953318254,3.0095791851
12,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,6.12595,6.12595,11.4656,15.6597,24.7024,0.0732855,0.105815,0.0794962,0.815159,0.944186,0.991638,0.4042,0.4514,0.7884,0.6582,1.0,0.99953318254,3.0095791851
13,3,0,2,-1,1,-1,-1,-1,5.48879,5.48879,11.2751,11.2751,11.2751,11.2751,0.846053,0.714411,0.872486,0.888104,0.883989,0.874377,0.82881654768,0.9393,0.34709999999999996,1.0,1.0,1.0,56.077957923
14,2,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.828301,0.817918,0.791186,0.836481,0.828586,0.817385,0.69885071377,1.0,1.0,1.0,0.312,0.999638868031,32.932734377
15,6,1,1,-1,-1,-1,-1,0,6.12595,6.12595,6.12595,6.12595,6.12595,11.4656,0.384085,0.36799,0.350998,0.359214,0.378531,0.981177,0.98479841207,0.3119,0.33849999999999997,1.0,0.9306000000000001,0.999998305062,42.095339627
16,5,1,4,-1,-1,1,0,-1,5.69944,5.69944,5.69944,10.7133,15.6597,15.6597,0.544142,0.650936,0.664089,0.878465,0.981128,0.985167,0.9817,1.0,1.0,0.83131374978,0.99753519757,0.9975561400190001,59.131004783
17,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.396036,0.983902,0.992189,0.988182,0.992889,0.8717,0.019299999999999998,0.83291353116,1.0,1.0,1.0,1.0,63.453992894
18,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.396036,0.983902,0.992189,0.988182,0.992889,0.8717,0.019299999999999998,0.83291353116,1.0,1.0,1.0,1.0,5.2248983816
19,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.396036,0.983902,0.992189,0.988182,0.992889,0.8717,0.019299999999999998,0.83291353116,1.0,1.0,1.0,1.0,5.2248983816
20,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.390219,0.971974,0.974342,0.981777,0.943716,0.943716,0.1447966413,0.8765999999999999,1.0,1.0,0.9259999999999999,0.926,63.453992894
21,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.390219,0.971974,0.974342,0.981777,0.943716,0.943716,0.1447966413,0.8765999999999999,1.0,1.0,0.9259999999999999,0.926,5.2057444273
22,4,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.356011,0.973042,0.943716,0.987991,0.950505,0.988081,0.8785000000000001,1.0,0.9259999999999999,0.84418571738,1.0,1.0,63.453992894
23,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.356011,0.973042,0.943716,0.987991,0.950505,0.988081,0.8785000000000001,1.0,0.9259999999999999,0.84418571738,1.0,1.0,5.1993468101
24,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.390219,0.987991,0.981472,0.974342,0.987134,0.981777,0.1447966413,0.8441857173799999,1.0,1.0,1.0,1.0,63.453992894
25,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.797305,0.817385,0.832872,0.797305,0.8364,0.80203,1.0,0.99963886803,1.0,1.0,0.77064316022,0.997637978441,32.932734377
26,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.832577,0.768662,0.802414,0.835082,0.762651,0.836481,1.0,0.6296999999999999,1.0,1.0,1.0,1.0,32.932734377
27,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.816918,0.817385,0.8364,0.836911,0.80203,0.84115,0.6744530037,0.99963886803,0.77064316022,1.0,0.99763797844,1.0,32.932734377
28,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.382036,0.987991,0.988382,0.954814,0.988182,0.992204,1.0,0.8441857173799999,1.0,1.0,1.0,1.0,63.453992894
29,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,14.285,14.285,14.285,18.4791,0.382036,0.987991,0.965182,0.930114,0.963582,0.830304,1.0,0.8441857173799999,1.0,1.0,0.99993803967,1.0,5.0592096136
30,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.846053,0.832876,0.79541,0.832872,0.80203,0.84115,0.82881654768,0.73043415473,0.9954000000000001,1.0,0.99763797844,1.0,32.932734377
31,-1,-1,-1,-1,-1,-1,-1,-1,5.78631,5.78631,13.8631,13.8631,13.8631,13.8631,0.703174,0.699897,0.582883,0.592072,0.580954,0.60835,0.046330238244000004,0.13136875749600002,0.6926,1.0,0.76882433004,1.0,3.7673308143
32,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.837521,0.831465,0.808718,0.828301,0.797305,0.839489,0.6689,0.6308,1.0,0.69885071377,1.0,1.0,32.932734377
33,-1,-1,-1,-1,-1,-1,-1,-1,5.69944,16.9745,20.8722,23.231,23.231,23.231,0.669116,0.627132,0.357408,0.809988,0.783505,0.822489,0.0551,0.129,0.93939775051,0.7470329972,1.0,1.0,4.0696377424
34,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,20.5083,0.386926,0.992245,0.853275,0.985811,0.874652,0.938596,0.17923438295000002,0.89042334077,1.0,1.0,0.9857,0.9621805494460001,5.0315045049
35,-1,-1,-1,-1,-1,-1,-1,-1,11.2751,16.2848,20.8722,24.7024,24.7024,24.7024,0.797409,0.277134,0.796933,0.982788,0.991211,0.991211,0.46027055224,0.265,0.4846,0.9998822066299999,1.0,1.0,4.8366861534
36,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.817918,0.817918,0.836911,0.835582,0.79541,0.84115,1.0,1.0,1.0,1.0,0.9954000000000001,1.0,32.932734377
37,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,6.12595,6.12595,6.12595,16.2848,18.7111,0.115695,0.115695,0.118879,0.11886,0.518699,0.21005,0.4290668332,0.42906683320000005,0.4575,0.45929736553,0.5866,0.999999860619,1.1978788514
38,2,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.843255,0.842989,0.80203,0.760791,0.828586,0.791186,0.031661831093,1.0,0.99763797844,0.9694,0.312,1.0,32.932734377
39,5,1,1,-1,-1,0,-1,-1,6.12595,6.12595,6.12595,11.4656,11.4656,11.4656,0.350998,0.359214,0.350998,0.987991,0.950505,0.988382,0.3385,1.0,0.33849999999999997,0.84418571738,1.0,1.0,52.77466626
40,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.832577,0.837521,0.84115,0.832577,0.821847,0.797305,1.0,0.6688999999999999,1.0,1.0,1.0,1.0,32.932734377
41,5,1,4,-1,-1,1,0,-1,5.69944,5.69944,5.69944,10.7133,15.6597,15.6597,0.655472,0.657206,0.650936,0.884635,0.985167,0.995504,0.91084031557,0.1527,1.0,0.8645676356800001,0.9975561400199999,0.9999732602120001,59.131004783
42,-1,-1,-1,-1,-1,-1,-1,-1,4.32456,9.23771,13.8584,23.231,23.231,26.7355,0.372904,0.667026,0.459436,0.973477,0.978866,0.996604,0.12033397385,0.1365,1.0,0.9999920415799999,0.81968826283,0.9999977498620001,4.4483134714
43,4,1,4,-1,1,0,-1,-1,5.69944,5.69944,10.7133,15.6597,15.6597,15.6597,0.650936,0.657382,0.89536,0.982747,0.988911,0.959292,1.0,1.0,0.9127010043299999,0.9947999999999999,1.0,0.998044673999,69.091262447
44,5,1,4,-1,-1,1,0,-1,5.69944,5.69944,5.69944,10.7133,15.6597,15.6597,0.658231,0.619714,0.654214,0.89775,0.982747,0.959292,0.94771387208,1.0,0.88067096253,1.0,0.9947999999999999,0.998044673999,59.131004783
45,2,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.798252,0.797305,0.828586,0.838634,0.843204,0.843204,0.5897,1.0,0.312,1.0,1.0,1.0,32.932734377
46,6,2,0,-1,-1,-1,-1,3,5.52124,5.52124,5.52124,5.52124,5.52124,11.2749,0.780582,0.775481,0.771786,0.703351,0.736886,0.916828,1.0,1.0,1.0,1.0,1.0,0.9360380878660001,38.881118882
47,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,6.12595,6.12595,9.33853,18.7111,22.5415,0.11886,0.120281,0.106514,0.196453,0.112482,0.974818,0.45929736553,1.0,0.9867114318500001,0.7929999999999999,0.7564,1.0,1.6294079109
48,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.836481,0.810436,0.839489,0.84115,0.836911,0.835582,1.0,0.6014999999999999,1.0,1.0,1.0,1.0,32.932734377
49,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.386372,0.979232,0.956518,0.988382,0.956518,0.912568,1.0,0.8462815402,1.0,1.0,1.0,1.0,63.453992894
50,6,1,4,1,-1,-1,-1,0,5.69944,10.7133,10.7133,10.7133,10.7133,15.6597,0.646542,0.871147,0.881714,0.883431,0.891681,0.87598,1.0,1.0,0.745,0.35419999999999996,1.0,0.9969,64.212307177
51,6,1,1,-1,-1,-1,-1,0,6.12595,6.12595,6.12595,6.12595,6.12595,11.4656,0.390219,0.39269,0.392081,0.304675,0.39269,0.949085,0.1447966413,0.99968863868,1.0,0.7748999999999999,0.9996886386799999,0.9982,42.095339627
52,4,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.397904,0.370082,0.979232,0.988182,0.950505,0.988382,1.0,0.9696588296399999,0.8462815401999999,1.0,1.0,1.0,58.114329577
53,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.831465,0.791186,0.808718,0.826286,0.834977,0.836481,0.6308,1.0,1.0,1.0,0.9999858531799999,1.0,32.932734377
54,-1,-1,-1,-1,-1,-1,-1,-1,5.75369,10.6473,16.1685,16.1685,20.0425,20.0425,0.798326,0.0507227,0.160669,0.166302,0.629549,0.634981,0.5161,0.6643,0.6201704691200001,0.9932614953600001,0.87815827644,1.0,2.4405482869
55,-1,-1,-1,-1,-1,-1,-1,-1,6.12595,16.2848,20.8722,24.7024,24.7024,24.7024,0.356011,0.191417,0.820817,0.986689,0.976236,0.982781,0.8785000000000001,0.5868,0.9765999999999999,1.0,1.0,1.0,4.3139516366
56,4,2,0,-1,3,-1,-1,-1,5.52124,5.52124,11.2749,11.2749,11.2749,11.2749,0.673806,0.771442,0.931033,0.922181,0.936989,0.933982,0.854,1.0,0.3505,0.891,1.0,1.0,56.142190776
57,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.835082,0.821847,0.836481,0.819442,0.84115,0.835082,1.0,1.0,1.0,1.0,1.0,1.0,32.932734377
58,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.381428,0.987991,0.954814,0.968647,0.974542,0.8717,0.2803,0.8441857173799999,1.0,1.0,1.0,1.0,63.453992894
59,4,1,1,-1,0,-1,-1,-1,6.12595,6.12595,11.4656,11.4656,11.4656,11.4656,0.394875,0.376786,0.983902,0.983902,0.939586,0.989882,0.06428898485199999,0.9999987311699999,0.83291353116,0.83291353116,1.0,1.0,58.114329577
60,4,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.362765,0.985711,0.987611,0.992245,0.969519,0.973042,0.95375002647,1.0,1.0,0.89042334077,0.9999426524099999,1.0,63.453992894
61,4,1,1,0,4,-1,-1,-1,6.12595,11.4656,15.6597,15.6597,15.6597,15.6597,0.36799,0.992245,0.987636,0.991934,0.955505,0.992881,0.3119,0.89042334077,1.0,1.0,1.0,1.0,80.230343479
62,1,0,2,-1,-1,-1,-1,-1,5.48879,5.48879,5.48879,5.48879,5.48879,5.48879,0.839693,0.760791,0.832577,0.79541,0.8364,0.832236,0.11879999999999999,0.9693999999999999,1.0,0.9954000000000001,0.77064316022,1.0,32.932734377
63,-1,-1,-1,-1,-1,-1,-1,-1,11.2751,11.2751,11.2751,11.2751,11.2751,11.2751,0.803766,0.734384,0.794377,0.771543,0.810859,0.793836,0.051000000000000004,0.9246,1.0,0.9586999999999999,0.45943947892,1.0,4.7087653658
64,2,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.382036,0.988721,0.992031,0.988721,0.983333,0.956518,1.0,0.8117,0.8694738978500001,0.8117000000000001,0.8502000000000001,1.0,63.453992894
65,3,1,1,0,-1,-1,-1,-1,6.12595,11.4656,11.4656,11.4656,11.4656,11.4656,0.328629,0.914654,0.983333,0.914654,0.950905,0.914654,0.8386,0.9864999999999999,0.8502000000000001,0.9864999999999999,1.0,0.9865,63.453992894
