index,concept,i1,i2,i3,i4,ax_pos,st_height,st_width,st_thick,laser_power,scanning_speed,power_density,n_layers,n_deposits,layer_thick,layer_width,layer_length,base_S_ip,base_N_ip,base_n_f_ip,base_U_ip,base_S_th,base_N_th,base_n_f_th,base_U_th,S_ip,N_ip,n_f_ip,U_ip,S_th,N_th,n_f_th,U_th,weight,temp,h_flux,h_area,S_residual,U_res,max_T_pool,build_time,max_res_U,max_res_S,resiliance_ip_uni,resiliance_ip_gau,resiliance_th_uni,resiliance_th_gau
11,0,2,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,231.061396672,28527.6369209,2.75482595726,0.562555265226,218.437309179,38246.9275118,2.96461470567,3.62488263392,5.48878906286802,1203.73791504,0.6015290962105,69458.91223545,65.8041296005,0.196818083525,2144.57,0.0,0.19681808352470398,65.8041296005249,0.0,0.0,0.08,0.014786915953371695
12,0,2,0,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,262.875389933,19261.8379924,2.49431205896,0.535646679326,352.933419277,5930.56510665,1.78322353216,3.5943344455,13.586893949210399,1028.66943359,0.382768004177,109156.193095,70.7059183121,0.17096427083,2144.57,13542.8645429,0.17096427083015442,70.70591831207275,0.0,0.0,0.0,0.0
13,0,2,0,1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,290.736120397,17219.4983311,2.40513313675,0.503787520728,377.722546642,4545.82625268,1.62907366058,3.56068160102,18.933614782500598,1124.48425293,0.5884246259904999,71005.63807429999,118.525297165,0.170631319284,2144.57,2130.16914223,0.1706313192844391,118.52529716491699,0.0,0.0,0.0,0.0
14,0,2,1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,251.305433865,21174.3396507,2.25650990394,0.492280048803,198.6696596,48307.197634,2.76651108097,3.56220259653,11.275094949218099,1162.47192383,0.5884246259904999,71005.63807429999,148.931800842,0.179174721241,2144.57,2130.16914223,0.17917472124099731,148.93180084228516,0.0,0.0,0.06,6.244740137002173e-05
15,0,2,1,0,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,329.230317331,7726.69759876,1.75730803945,0.505722162711,372.49272776,4804.30709048,1.69807598127,3.56193323512,18.933614782500598,1011.48370361,0.382768004177,109156.193095,169.190517426,0.170485541224,2144.57,13542.8645429,0.17048554122447968,169.1905174255371,0.0,0.0,0.0,0.0
16,1,0,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,238.151666019,27534.6424283,2.75556778801,0.512662007969,339.373222698,8681.34000757,1.99621186971,3.62764800222,6.1259460516891,1130.9284668,0.5359447198030001,77957.00873815,50.7357349396,0.176771834493,2144.57,109919.388856,0.1767718344926834,50.735734939575195,0.0,0.0,0.0,0.0
17,1,0,1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,206.669106276,50540.4726109,3.26440733141,0.447089347487,374.234085452,90475.2887532,3.62116978869,3.5976372769,11.465609368449599,1095.06323242,0.5359447198025,77957.00873815,67.3472166061,0.168588042259,2144.57,111311.923005,0.1685880422592163,67.34721660614014,0.0,0.0,0.3,0.06686726298400114
18,1,0,1,2,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,210.05550454,54167.9241675,3.31269994453,0.44015510755,265.315637835,144986.320987,3.83904316297,3.57633408956,14.285042767440899,1140.34667969,0.759037790587,55044.22535105,79.7553539276,0.169113412499,2144.57,78596.2460705,0.1691134124994278,79.7553539276123,0.0,0.0,0.46,0.19809829547617802
19,1,0,1,2,3,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,163.531890752,144278.836974,4.20018125329,0.307641600526,320.670945365,128850.379925,4.27747270027,3.25618595268,26.7355399798305,846.970581055,0.19585536708,213328.35716050002,85.6701774597,0.169745251536,2144.57,31793.5883528,0.16974525153636932,85.6701774597168,0.0,0.0,0.76,0.9679817955302015
20,1,0,1,3,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,163.098930741,130066.886176,4.27862685782,0.31313582074,384.119335924,145936.029618,4.45190535445,3.27184751647,24.702390246807,852.581665039,0.19585536708,213328.35716050002,71.9117050171,0.169035047293,2144.57,31793.5883528,0.16903504729270935,71.91170501708984,0.0,0.0,1.0,1.0
21,1,0,1,3,2,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,162.395313026,147492.819673,4.40714584348,0.308267368951,321.566191252,119143.395374,4.19108369181,3.256443237,26.7355399798305,1085.85009766,0.759037790587,55044.22535105,77.6341304779,0.16891887784,2144.57,78596.2460705,0.16891887784004211,77.63413047790527,0.0,0.0,0.86,0.8562802611046968
22,1,0,2,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,234.578321763,32689.8417968,2.884050373,0.495488908599,396.706509261,23522.9490185,2.63689198168,3.61465217008,9.338531569976698,1171.82043457,0.759037790587,55044.22535105,79.6511039734,0.169118598104,2144.57,78596.2460705,0.16911859810352325,79.65110397338867,0.0,0.0,0.0,0.0
23,1,0,2,1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,211.012529109,54132.7586563,3.30172393285,0.440734502647,265.629822672,114184.388255,3.64856125045,3.57683326069,14.285042767440899,1079.59887695,0.5359447198030001,77957.00873815,100.579278946,0.169113233685,2144.57,111311.923005,0.16911323368549347,100.57927894592285,0.0,0.0,0.28,0.31304412384310115
24,1,0,2,1,3,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,169.388567091,138485.175177,4.13949842233,0.307729676932,318.494647144,127213.378305,4.25603889373,3.2562752495,26.7355399798305,846.970581055,0.19585536708,213328.35716050002,106.624134064,0.169536903501,2144.57,31793.5883528,0.16953690350055695,106.6241340637207,0.0,0.0,0.66,0.9080038891606944
25,1,0,2,3,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,177.19660262,107243.867629,4.02776743905,0.322358103218,365.851864692,34872.6737343,2.9318392546,3.29555524302,23.2310325644397,859.212158203,0.19585536708,213328.35716050002,87.5115814209,0.169249370694,2144.57,31793.5883528,0.16924937069416046,87.51158142089844,0.0,0.0,0.1,0.012743029881144246
26,1,0,2,3,1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,167.35219735,143078.611078,4.35173669249,0.308341865695,319.389643659,124747.01216,4.24330727384,3.25655614354,26.7355399798305,1026.80224609,0.5359447198030001,77957.00873815,94.2741794586,0.168757289648,2144.57,111311.923005,0.16875728964805603,94.27417945861816,0.0,0.0,1.0,1.0
27,1,0,3,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,174.002378554,97061.5484908,3.8207695346,0.327904614745,323.696481634,17526.1439181,2.41285820642,3.31944046522,20.872186794540898,866.881469727,0.19585536708,213328.35716050002,57.5274915695,0.1683896631,2144.57,31793.5883528,0.16838966310024261,57.52749156951904,0.0,0.0,0.0,0.0
28,1,0,3,1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,161.924559158,134222.697026,4.3141711949,0.314190774459,383.735656236,138328.342821,4.39305082409,3.2727387795,24.702390246807,1035.12365723,0.5359447198030001,77957.00873815,63.8706274033,0.168061465025,2144.57,111311.923005,0.16806146502494812,63.87062740325928,0.0,0.0,1.0,1.0
29,1,0,3,1,2,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,158.705998704,156951.439252,4.50485321092,0.308654481425,324.385574321,114243.33796,4.14773836947,3.25675233275,26.7355399798305,1085.85009766,0.759037790587,55044.22535105,66.5789260864,0.169855520129,2144.57,78596.2460705,0.1698555201292038,66.57892608642578,0.0,0.0,0.9,0.9679505519867231
30,1,0,3,2,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,170.210930729,117288.795157,3.99673433889,0.323324309455,370.21574715,34444.0947185,2.93211067451,3.29637303338,23.2310325644397,1101.83374023,0.759037790587,55044.22535105,65.1211500168,0.16855032742,2144.57,78596.2460705,0.16855032742023468,65.12115001678467,0.0,0.0,0.08,0.0030545637765005563
31,1,0,3,2,1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,157.882309651,160841.080015,4.5297088399,0.30859309278,324.201042924,120485.941266,4.21275251438,3.25675552351,26.7355399798305,1026.80224609,0.5359447198030001,77957.00873815,71.2215766907,0.169572085142,2144.57,111311.923005,0.16957208514213562,71.22157669067383,0.0,0.0,1.0,0.9998190977592742
32,1,1,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,238.088520765,27421.1029652,2.75408884687,0.523092762376,260.948615976,20559.5312416,2.5372907175,3.63202273706,6.1259460516891,1131.35717773,0.5359447198030001,77957.00873815,54.1694002151,0.174532637,2144.57,111311.923005,0.17453263700008392,54.169400215148926,0.0,0.0,0.0,0.0
33,1,1,0,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,204.69993448,51070.5241384,3.27897397654,0.447089030075,374.232120982,118948.9599,4.17610667014,3.59767879659,11.465609368449599,1094.31542969,0.5359447198030001,77957.00873815,71.3335447311,0.16859459877,2144.57,109919.388856,0.1685945987701416,71.33354473114014,0.0,0.0,0.52,0.2825320942693333
34,1,1,0,2,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,206.235205402,59087.925305,3.33684880167,0.437613882299,227.534686457,160618.557653,4.45625404676,3.58132336014,14.285042767440899,1140.34020996,0.759037790587,55044.22535105,87.7461261749,0.168857932091,2144.57,78596.2460705,0.16885793209075928,87.74612617492676,0.0,0.0,0.86,0.9430739014438634
35,1,1,0,2,3,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,160.547683375,140944.13272,4.06719256922,0.307390674382,319.100636361,127712.498322,4.27569716828,3.25607356272,26.7355399798305,846.945251465,0.19585536708,213328.35716050002,93.4403705597,0.169812947512,2144.57,31793.5883528,0.16981294751167297,93.44037055969238,0.0,0.0,1.0,0.9999911746471196
36,1,1,0,3,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,168.812524829,121127.968558,4.01576954803,0.3131629585,380.839119412,142093.343729,4.4279640097,3.27202163105,24.702390246807,852.580444336,0.19585536708,213328.35716050002,77.154340744,0.168806284666,2144.57,31793.5883528,0.1688062846660614,77.15434074401855,0.0,0.0,0.98,0.993580660880634
37,1,1,0,3,2,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,160.647234236,142050.75551,3.92300878304,0.308246333697,319.976829874,117623.961058,4.18390732961,3.25647526805,26.7355399798305,1085.85473633,0.759037790587,55044.22535105,84.3910236359,0.16904476285,2144.57,78596.2460705,0.16904476284980774,84.39102363586426,0.0,0.0,1.0,0.9999794113062725
38,1,1,2,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,229.59613591,34711.0691872,2.94243749809,0.502065683535,328.702898828,27473.1242935,2.7533009204,3.61893461183,9.338531572024198,1172.1463623,0.759037790587,55044.22535105,82.3336906433,0.169189020991,2144.57,78596.2460705,0.16918902099132538,82.33369064331055,0.0,0.0,0.0,0.0
39,1,1,2,0,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,206.397662907,62100.0611005,3.23929083951,0.438066204389,222.92295244,167602.211781,3.88813353296,3.58176542653,14.285042767440899,1079.40893555,0.5359447198030001,77957.00873815,104.148574829,0.16953638196,2144.57,109919.388856,0.16953638195991516,104.14857482910156,0.0,0.0,0.5,0.7091762449040556
40,1,1,2,0,3,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,163.460715453,138588.822545,3.96891583806,0.307393998692,317.552257446,129205.733661,4.28804428375,3.25608211512,26.7355399798305,846.945251465,0.19585536708,213328.35716050002,110.947637558,0.169078141451,2144.57,31793.5883528,0.16907814145088196,110.9476375579834,0.0,0.0,0.82,0.8693755684669411
41,1,1,2,3,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,174.118938902,105696.519692,3.95995726928,0.325342739317,353.940642657,138235.556028,4.33895862892,3.29771504207,23.231032567224297,859.868713379,0.19585536708,213328.35716050002,89.6989936829,0.16946323216,2144.57,31793.5883528,0.16946323215961456,89.69899368286133,0.0,0.0,0.9,0.9928070367317484
42,1,1,2,3,0,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,162.444406975,145139.14683,3.88072658023,0.308464043975,321.490652341,121986.665903,4.22502644846,3.25664703191,26.7355399798305,1026.66772461,0.5359447198030001,77957.00873815,97.9296722412,0.168277829885,2144.57,109919.388856,0.1682778298854828,97.92967224121094,0.0,0.0,0.76,0.9263918077375966
43,1,1,3,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,187.759245153,74573.4454297,3.64378530078,0.331055756027,330.343103736,42072.3389803,3.03806165437,3.3194575979,20.872186794540898,867.37878418,0.19585536708,213328.35716050002,60.5955076218,0.168245598674,2144.57,31793.5883528,0.1682455986738205,60.59550762176514,0.0,0.0,0.08,5.725939655732715e-05
44,1,1,3,0,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,167.177300203,124779.900177,4.2122615623,0.314369470055,379.000078128,131690.086649,4.33418500912,3.27296988797,24.702390246807,1034.56835938,0.5359447198030001,77957.00873815,66.4756755829,0.168655604124,2144.57,109919.388856,0.1686556041240692,66.47567558288574,0.0,0.0,0.94,0.9977905346276228
45,1,1,3,0,2,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,159.345082087,148751.161005,4.18041137732,0.308691755111,321.640474839,112396.747446,4.12930480984,3.25682291511,26.7355399798305,1085.85473633,0.759037790587,55044.22535105,70.6109609604,0.169169828296,2144.57,78596.2460705,0.1691698282957077,70.61096096038818,0.0,0.0,0.72,0.7980836231227526
46,1,1,3,2,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,171.02458562,110903.87773,4.07793664886,0.326651027241,355.348567356,123370.053003,4.25174016569,3.29863015462,23.231032567224297,1101.75830078,0.759037790587,55044.22535105,69.396490097,0.168515533209,2144.57,78596.2460705,0.16851553320884705,69.3964900970459,0.0,0.0,0.96,0.9995828154189982
47,1,1,3,2,0,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,159.474918188,153090.94468,4.21454245274,0.308809880712,326.158485493,114428.832222,4.15163736961,3.256907652,26.7355399798305,1026.66772461,0.5359447198030001,77957.00873815,75.4673919678,0.169241055846,2144.57,109919.388856,0.1692410558462143,75.46739196777344,0.0,0.0,0.78,0.9904963529745899
48,1,2,-1,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,265.044991677,18644.7590942,2.47231457133,0.578714458915,258.510048828,19492.4499113,2.50477739416,3.65558054294,4.32455729737122,1215.89221191,0.759037790587,55044.22535105,50.2777996063,0.174758404493,2144.57,78596.2460705,0.1747584044933319,50.27779960632324,0.0,0.0,0.0,0.0
49,1,2,0,-1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,231.928292345,33998.7432627,2.91555945223,0.495524571522,395.780007541,22714.7388015,2.61205112179,3.61594388778,9.338531569976698,1103.85791016,0.5359447198030001,77957.00873815,82.7303943634,0.169275283813,2144.57,109919.388856,0.16927528381347656,82.73039436340332,0.0,0.0,0.0,0.0
50,1,2,0,1,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,208.646898909,58415.100236,3.30090482769,0.437794390608,256.582470355,134295.37386,3.74295264845,3.58073172583,14.285042767440899,1079.67468262,0.5359447198030001,77957.00873815,102.936508179,0.16892978549,2144.57,111311.923005,0.168929785490036,102.93650817871094,0.0,0.0,0.36,0.44928088491585755
51,1,2,0,1,3,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.692539969,18543.9341185,2.47144466922,0.622305222378,270.98416223,16085.8515286,2.3775824495,3.68731964541,173.310956704,146085.427121,4.09863807902,0.307451540179,318.686776617,127725.836851,4.26542205841,3.25598711438,26.7355399798305,846.933837891,0.19585536708,213328.35716050002,108.717876434,0.169289708138,2144.57,31793.5883528,0.1692897081375122,108.71787643432617,0.0,0.0,0.74,0.9302098594617255
52,1,2,0,3,-1,65.0,10.0,110.0,20.0,3806.055,5.0,6.0,2,1,5.0,7.57,24.56,260.715131895,18538.0824944,2.47123050944,0.62237355845,270.831246091,16119.5373191,2.37892487485,3.68692995582,180.031609206,109477.911339,3.8932161686,0.322289841173,364.914716261,36908.1466635,2.983157791,3.29526820378,23.2310325644397,859.213684082,0.19585536708,213328.35716050002,89.9550380707,0.169005334377,2144.57,31793.5883528,0.16900533437728882,89.95503807067871,0.0,0.0,0.42,0.7921680519126043
