index,concept,i1,i2,i3,i4,req_index_1,req_index_2,req_index_3,req_index_4,req_index_5,req_index_6,req_index_7,req_index_8,req_index_9,req_index_10,req_index_11,req_index_12,req_index_13,req_index_14,req_index_15,req_index_16,req_index_17,req_index_18,req_index_19,req_index_20,req_index_21,req_index_22,req_index_23,req_index_24,req_index_25,req_index_26,req_index_27,req_index_28,req_index_29,req_index_30,req_index_31,req_index_32,req_index_33,req_index_34,req_index_35,req_index_36,req_index_37,req_index_38,req_index_39,req_index_40,req_index_41,req_index_42,req_index_43,req_index_44,req_index_45,req_index_46,req_index_47,req_index_48,req_index_49,req_index_50
1,0,0,-1,-1,-1,1.0,1.0,1.0,0.95,0.89,1.0,0.96,0.87,0.81,0.77,0.82,0.75,0.7,0.67,0.64,0.54,0.53,0.53,0.52,0.52,0.27,0.32,0.36,0.38,0.4,0.9999999677153011,0.9999810344853186,0.9995621657281608,0.9973580670481917,0.9917365555752555,0.9999000937480313,0.9977052782145489,0.988988562607245,0.9726197306880577,0.9508570777555072,0.9789646820796247,0.9393392950710371,0.8946477302478375,0.8531306934902347,0.8170441166155492,0.6354695495809092,0.604101791716814,0.5844405762386644,0.570996821715045,0.5612657345816402,0.09011081175371263,0.15355757752533283,0.2046607640860399,0.24446978475681055,0.2758717467141952
2,0,0,1,-1,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0,0.95,0.88,0.83,0.95,0.85,0.78,0.73,0.7,1.0,0.9999999999998611,0.9999999981950385,0.9999996269125236,0.999989739495589,0.9999999999999986,0.9999999991254849,0.9999994223768582,0.9999774323984902,0.99977842462569,0.9999999997383412,0.9999989008897225,0.9999345644611496,0.9993330458538776,0.9971418907565185,0.9999969881194876,0.9997186943336053,0.997335641326594,0.9902986404983926,0.9780248880145207,0.9977381703026195,0.9847586160970346,0.959787850942498,0.9289272880087017,0.8977576052493361
3,0,0,1,2,-1,0.84,0.76,0.71,0.67,0.65,0.56,0.55,0.54,0.53,0.53,0.28,0.33,0.37,0.39,0.4,0.0,0.12,0.19,0.24,0.28,0.0,0.0,0.02,0.1,0.16,0.9836206537459097,0.9481347536812633,0.9054478222580735,0.8637213031871845,0.8252771381930961,0.6731341180345397,0.6337767894102905,0.6087800697231497,0.5913697228377461,0.577975262658828,0.10788322108815823,0.1727384789588802,0.22298002115319754,0.2612780122833544,0.29079478670879033,0.0017261354170752684,0.012917924721340616,0.035888487163997444,0.06546713809528645,0.09665257533020749,2.0063276354586583e-06,0.00022075711435250265,0.002263543193610016,0.00862314469054524,0.02015391552653685
4,0,0,2,-1,-1,1.0,0.97,0.88,0.82,0.78,0.84,0.76,0.71,0.68,0.65,0.56,0.55,0.54,0.53,0.53,0.29,0.34,0.37,0.39,0.4,0.01,0.12,0.2,0.25,0.28,0.9999184927633401,0.9979695661377075,0.9898449691012517,0.9740270018262288,0.9522660360789327,0.9814165058364461,0.9438792277395307,0.9002652570979459,0.8590336421642439,0.8225760595940245,0.6544930561081616,0.6190269666152872,0.5966679470840099,0.5813233236972518,0.5700894869109697,0.09870450918813006,0.16296460083883035,0.21370491160005442,0.25278284947798174,0.28320573045869607,0.0014629940494725084,0.01167625424560049,0.03347646021686708,0.062181045842143644,0.09292847162704171
5,0,0,2,1,-1,0.92,0.82,0.76,0.71,0.69,0.64,0.6,0.58,0.57,0.56,0.36,0.39,0.41,0.43,0.44,0.08,0.18,0.24,0.28,0.31,0.0,0.0,0.07,0.14,0.19,0.9937628689458797,0.9715451709018845,0.9378675212379481,0.9006710261776999,0.8639994733480891,0.7916023815369672,0.7319872459299811,0.6914286900144995,0.662337053533272,0.6400834656406108,0.1909353297910717,0.25256567940939695,0.2951463195926798,0.3257430062519938,0.3485113192748278,0.005220107157933274,0.025486344692585167,0.05742365743926274,0.09296369567620742,0.12731189216814304,1.0816952713040015e-05,0.0006040114310461169,0.004459622609889666,0.014128281619715981,0.02945339784708501
6,0,1,-1,-1,-1,0.0,0.09,0.17,0.22,0.26,0.0,0.0,0.0,0.08,0.14,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004541773695348001,0.005513391425849844,0.018265858113223152,0.03478474456090642,0.050500521137444354,2.8275756895743495e-07,6.79058359795043e-05,0.0009786696829182638,0.004291719158699661,0.010430218077973605,1.1241737198368943e-11,1.7116147235582488e-07,1.859285623634683e-05,0.00025561017718015214,0.0012635107762795888,2.7554022205012486e-17,8.669685257190575e-11,1.2414316505498072e-07,7.2796057126866245e-06,8.85002651157472e-05,4.085387557701933e-24,8.711335661024376e-15,2.8954660528581605e-10,9.886273065257601e-08,3.5769563022211848e-06
7,0,1,0,-1,-1,0.58,0.56,0.55,0.54,0.54,0.31,0.35,0.38,0.4,0.41,0.03,0.14,0.21,0.26,0.29,0.0,0.0,0.04,0.11,0.17,0.0,0.0,0.0,0.0,0.04,0.691352100481771,0.6482493047815403,0.6199320353158507,0.5982568403730186,0.57927461425039,0.11766120749408635,0.18287740432541122,0.23243806249522794,0.26951277541654384,0.29693072073509363,0.0020316822089316905,0.014272175633493143,0.038441093812112435,0.06888188138746974,0.10042380906428641,2.5622829587235277e-06,0.00025543474800304716,0.0024969423180133295,0.009258728123400208,0.021256215134454415,2.105267200241611e-10,9.667379970306123e-07,6.0083071080615414e-05,0.0006274501219111203,0.0027332326046301454
8,0,1,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,1,2,-1,-1,0.24,0.3,0.34,0.36,0.38,0.0,0.09,0.17,0.22,0.26,0.0,0.0,0.0,0.08,0.13,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.046401779172530654,0.09989443291134627,0.1483514013084381,0.1854119592269425,0.21105318567483297,0.00037967077614943815,0.0051398759012822835,0.01902048752572333,0.040428642217542866,0.0646256678115418,2.1675686158669114e-07,5.870153391192945e-05,0.0009299242582192124,0.004504210769871691,0.01208874996628379,7.919135937471151e-12,1.3976768874215292e-07,1.662549418907346e-05,0.00024916610250119334,0.0013487366031621501,1.7831206521972326e-17,6.724635884832193e-11,1.0610141917247317e-07,6.73243444781031e-06,8.882378010866445e-05
10,0,1,2,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
